"lfdn","tester","dispcode","loop","loopnumber","le_nr","le_text","L1_MFN","L2_MFN","L3_MFN","L4_MFN","L2_AssoziationSkala","L1_AssoziationSkala","L3_AssoziationSkala","L4_AssoziationSkala","duration","lastaccs","frstmail","Liste","MFN","Assoziation"
823,0,31,7579893,6,27,"Azubi",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,7,1,"Lehrkraft",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,8,13,"Koryphäe",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,9,7,"Trotzkopf",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,10,24,"Idol",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,11,15,"Portier",-77,-77,1,-77,-77,-77,3,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"m",3
823,0,31,7579893,12,20,"Aushilfe",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,13,12,"Unschuldslamm",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,14,22,"Rotschopf",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,15,18,"Unikum",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,16,4,"Racker",-77,-77,1,-77,-77,-77,2,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"m",2
823,0,31,7579893,17,28,"Laie",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,18,14,"Ahne",-77,-77,1,-77,-77,-77,2,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"m",2
823,0,31,7579893,19,6,"Vormund",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,20,26,"Barkeeper",-77,-77,1,-77,-77,-77,2,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"m",2
823,0,31,7579893,21,25,"Schnapsdrossel",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,22,2,"Berühmtheit",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,23,19,"Memme",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,24,17,"Tier",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,25,29,"Ausnahmetalent",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,26,10,"Opfer",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,27,8,"Balg",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,28,23,"Aushängeschild",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
823,0,31,7579893,29,16,"Popstar",-77,-77,3,-77,-77,-77,-77,-77,451,"2025-04-08 11:58:17","0000-00-00 00:00:00",3,"n",NA
824,0,31,7579900,1,16,"Bedienung",-77,-77,-77,2,-77,-77,-77,3,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"w",3
824,0,31,7579900,2,9,"Kauz",-77,-77,-77,1,-77,-77,-77,4,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"m",4
824,0,31,7579900,3,27,"Glückskind",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,4,28,"Gör",-77,-77,-77,2,-77,-77,-77,4,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"w",4
824,0,31,7579900,5,2,"Boss",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,6,7,"Ikone",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,7,19,"Oberhaupt",-77,-77,-77,1,-77,-77,-77,3,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"m",3
824,0,31,7579900,8,25,"Blödian",-77,-77,-77,1,-77,-77,-77,4,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"m",4
824,0,31,7579900,9,3,"Junkie",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,10,5,"Ferkel",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,11,10,"Mensch",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,12,21,"Lebewesen",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,13,1,"Kultfigur",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,14,12,"Monster",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,15,15,"Nachwuchstalent",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,16,8,"Vertretung",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,17,23,"Legende",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,18,13,"Schlitzohr",-77,-77,-77,1,-77,-77,-77,3,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"m",3
824,0,31,7579900,19,20,"Genie",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,20,26,"Snob",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,21,24,"Beirat",-77,-77,-77,1,-77,-77,-77,2,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"m",2
824,0,31,7579900,22,22,"Hilfskraft",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,23,29,"Tennis-Ass",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,24,11,"Newbie",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,25,18,"Superstar",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,26,6,"Scheusal",-77,-77,-77,1,-77,-77,-77,2,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"m",2
824,0,31,7579900,27,4,"Schatz",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,28,17,"Lehrling",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
824,0,31,7579900,29,14,"Individuum",-77,-77,-77,3,-77,-77,-77,-77,400,"2025-04-08 11:58:47","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,1,7,"Ikone",-77,-77,-77,1,-77,-77,-77,3,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",3
825,0,31,7579900,2,17,"Lehrling",-77,-77,-77,1,-77,-77,-77,4,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",4
825,0,31,7579900,3,14,"Individuum",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,4,8,"Vertretung",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,5,21,"Lebewesen",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,6,1,"Kultfigur",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,7,19,"Oberhaupt",-77,-77,-77,1,-77,-77,-77,5,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",5
825,0,31,7579900,8,25,"Blödian",-77,-77,-77,1,-77,-77,-77,5,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",5
825,0,31,7579900,9,3,"Junkie",-77,-77,-77,1,-77,-77,-77,4,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",4
825,0,31,7579900,10,13,"Schlitzohr",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,11,4,"Schatz",-77,-77,-77,2,-77,-77,-77,4,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"w",4
825,0,31,7579900,12,26,"Snob",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,13,20,"Genie",-77,-77,-77,1,-77,-77,-77,3,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",3
825,0,31,7579900,14,15,"Nachwuchstalent",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,15,24,"Beirat",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,16,29,"Tennis-Ass",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,17,9,"Kauz",-77,-77,-77,1,-77,-77,-77,4,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",4
825,0,31,7579900,18,22,"Hilfskraft",-77,-77,-77,2,-77,-77,-77,4,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"w",4
825,0,31,7579900,19,11,"Newbie",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,20,27,"Glückskind",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,21,23,"Legende",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,22,5,"Ferkel",-77,-77,-77,1,-77,-77,-77,4,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",4
825,0,31,7579900,23,6,"Scheusal",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,24,18,"Superstar",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,25,10,"Mensch",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,26,12,"Monster",-77,-77,-77,3,-77,-77,-77,-77,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"n",NA
825,0,31,7579900,27,16,"Bedienung",-77,-77,-77,2,-77,-77,-77,3,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"w",3
825,0,31,7579900,28,28,"Gör",-77,-77,-77,2,-77,-77,-77,5,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"w",5
825,0,31,7579900,29,2,"Boss",-77,-77,-77,1,-77,-77,-77,3,365,"2025-04-08 11:59:25","0000-00-00 00:00:00",4,"m",3
828,0,31,7579889,1,1,"Begleitung",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,2,27,"Urahne",-77,1,-77,-77,3,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",3
828,0,31,7579889,3,20,"Fan",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,4,17,"Waise",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,5,29,"Phänomen",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,6,6,"Leichtgewicht",-77,2,-77,-77,2,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"w",2
828,0,31,7579889,7,3,"Vorstand",-77,1,-77,-77,3,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",3
828,0,31,7579889,8,4,"Passagier",-77,1,-77,-77,2,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",2
828,0,31,7579889,9,25,"Klatschtante",-77,2,-77,-77,4,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"w",4
828,0,31,7579889,10,12,"Zögling",-77,1,-77,-77,1,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",1
828,0,31,7579889,11,13,"Influencer",-77,2,-77,-77,1,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"w",1
828,0,31,7579889,12,16,"Person",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,13,22,"Patenkind",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,14,21,"Teenager",-77,1,-77,-77,1,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",1
828,0,31,7579889,15,9,"Führungskraft",-77,1,-77,-77,3,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",3
828,0,31,7579889,16,24,"Wache",-77,1,-77,-77,3,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",3
828,0,31,7579889,17,19,"Filmstar",-77,1,-77,-77,2,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",2
828,0,31,7579889,18,15,"Mannequin",-77,2,-77,-77,1,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"w",1
828,0,31,7579889,19,11,"Gangster",-77,1,-77,-77,4,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",4
828,0,31,7579889,20,26,"Freak",-77,1,-77,-77,3,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",3
828,0,31,7579889,21,8,"Leitung",-77,1,-77,-77,2,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",2
828,0,31,7579889,22,14,"Vorbild",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,23,18,"Bankier",-77,1,-77,-77,4,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",4
828,0,31,7579889,24,10,"Haushaltshilfe",-77,2,-77,-77,4,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"w",4
828,0,31,7579889,25,23,"Geschöpf",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,26,5,"Mündel",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,27,28,"Original",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
828,0,31,7579889,28,2,"Jockey",-77,1,-77,-77,3,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"m",3
828,0,31,7579889,29,7,"Talent",-77,3,-77,-77,-77,-77,-77,-77,258,"2025-04-08 12:00:53","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,1,28,"Original",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,2,1,"Begleitung",-77,2,-77,-77,4,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",4
816,0,31,7579889,3,19,"Filmstar",-77,2,-77,-77,2,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",2
816,0,31,7579889,4,9,"Führungskraft",-77,1,-77,-77,4,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",4
816,0,31,7579889,5,11,"Gangster",-77,1,-77,-77,5,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",5
816,0,31,7579889,6,27,"Urahne",-77,1,-77,-77,1,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",1
816,0,31,7579889,7,12,"Zögling",-77,1,-77,-77,1,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",1
816,0,31,7579889,8,25,"Klatschtante",-77,2,-77,-77,5,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",5
816,0,31,7579889,9,23,"Geschöpf",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,10,26,"Freak",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,11,6,"Leichtgewicht",-77,2,-77,-77,1,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",1
816,0,31,7579889,12,7,"Talent",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,13,3,"Vorstand",-77,1,-77,-77,3,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",3
816,0,31,7579889,14,13,"Influencer",-77,2,-77,-77,5,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",5
816,0,31,7579889,15,15,"Mannequin",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,16,16,"Person",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,17,21,"Teenager",-77,2,-77,-77,2,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",2
816,0,31,7579889,18,29,"Phänomen",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,19,10,"Haushaltshilfe",-77,2,-77,-77,5,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",5
816,0,31,7579889,20,18,"Bankier",-77,1,-77,-77,2,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",2
816,0,31,7579889,21,24,"Wache",-77,1,-77,-77,4,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",4
816,0,31,7579889,22,14,"Vorbild",-77,2,-77,-77,2,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",2
816,0,31,7579889,23,2,"Jockey",-77,1,-77,-77,2,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",2
816,0,31,7579889,24,20,"Fan",-77,2,-77,-77,3,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"w",3
816,0,31,7579889,25,22,"Patenkind",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,26,4,"Passagier",-77,1,-77,-77,1,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",1
816,0,31,7579889,27,17,"Waise",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
816,0,31,7579889,28,8,"Leitung",-77,1,-77,-77,2,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"m",2
816,0,31,7579889,29,5,"Mündel",-77,3,-77,-77,-77,-77,-77,-77,1021,"2025-04-08 12:01:52","0000-00-00 00:00:00",2,"n",NA
827,0,31,7579884,1,27,"Hippie",2,-77,-77,-77,-77,3,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"w",3
827,0,31,7579884,2,26,"Nerd",1,-77,-77,-77,-77,5,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",5
827,0,31,7579884,3,24,"Aushilfskraft",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,4,20,"Flüchtling",1,-77,-77,-77,-77,5,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",5
827,0,31,7579884,5,15,"Fratz",1,-77,-77,-77,-77,4,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",4
827,0,31,7579884,6,3,"Fachkraft",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,7,23,"Ekel",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,8,29,"Model",2,-77,-77,-77,-77,5,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"w",5
827,0,31,7579884,9,6,"Star",2,-77,-77,-77,-77,4,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"w",4
827,0,31,7579884,10,19,"Geisel",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,11,12,"Klatschbase",2,-77,-77,-77,-77,4,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"w",4
827,0,31,7579884,12,13,"Gast",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,13,21,"Insasse",1,-77,-77,-77,-77,4,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",4
827,0,31,7579884,14,14,"Geizhals",1,-77,-77,-77,-77,5,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",5
827,0,31,7579884,15,25,"Clown",1,-77,-77,-77,-77,5,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",5
827,0,31,7579884,16,22,"Neuzugang",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,17,2,"Hauptfigur",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,18,4,"Assistenz",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,19,1,"Autorität",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,20,8,"Jahrhunderttalent",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,21,28,"Mitglied",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,22,9,"Wunderkind",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,23,18,"Majestät",1,-77,-77,-77,-77,3,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",3
827,0,31,7579884,24,16,"Gegenüber",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,25,17,"Laufwunder",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,26,11,"Hoheit",1,-77,-77,-77,-77,4,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",4
827,0,31,7579884,27,10,"Wesen",3,-77,-77,-77,-77,-77,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"n",NA
827,0,31,7579884,28,5,"Fuchs",1,-77,-77,-77,-77,4,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"m",4
827,0,31,7579884,29,7,"Babysitter",2,-77,-77,-77,-77,5,-77,-77,379,"2025-04-08 12:02:28","0000-00-00 00:00:00",1,"w",5
829,0,31,7579884,1,24,"Aushilfskraft",3,-77,-77,-77,-77,-77,-77,-77,323,"2025-04-08 12:02:30","0000-00-00 00:00:00",1,"n",NA
829,0,31,7579884,2,23,"Ekel",3,-77,-77,-77,-77,-77,-77,-77,323,"2025-04-08 12:02:30","0000-00-00 00:00:00",1,"n",NA
829,0,31,7579884,3,10,"Wesen",1,-77,-77,-77,-77,1,-77,-77,323,"2025-04-08 12:02:30","0000-00-00 00:00:00",1,"m",1
829,0,31,7579884,4,18,"Majestät",1,-77,-77,-77,-77,2,-77,-77,323,"2025-04-08 12:02:30","0000-00-00 00:00:00",1,"m",2
